20 October 2024 19:00,chemistry - 10.1 to 10.5 - 1 hour
20 October 2024 20:00,spanish - Section 11 pages 76 to 84 (do vocab list) - 1 day
21 October 2024 18:00,chemistry - 9.1 to 9.4 - 1 week
21 October 2024 19:00,chemistry - 10.1 to 10.5 - 1 day
21 October 2024 20:00,physics - 7.4 to 7.5 - now
22 October 2024 18:00,physics - 7.4 to 7.5 - 1 hour
22 October 2024 19:00,spanish - section 11 pages 84 to 90 (do vocab list) - now
22 October 2024 20:00,physics - 7.1 to 7.3 - 1 week
24 October 2024 18:00,physics - 7.4 to 7.5 - 1 day
24 October 2024 19:00,spanish - section 11 pages 84 to 90 (do vocab list) - 1 hour
24 October 2024 20:00,chemistry - 10.5 to 10.8 - now
26 October 2024 09:00,spanish - section 11 pages 84 to 90 (do vocab list) - 1 day
26 October 2024 10:00,chemistry - 10.5 to 10.8 - 1 hour
26 October 2024 11:00,physics - 7.6 to 7.7 - now
26 October 2024 13:00,physics - 7.6 to 7.7 - 1 hour
26 October 2024 14:00,spanish - Extra vocab list slot - now
26 October 2024 15:00,spanish - Extra vocab list slot - 1 hour
26 October 2024 16:00,chemistry - 11.1 to 11.5 - now
27 October 2024 13:00,biology - 8.6 to 8.10 - 1 week
27 October 2024 14:00,chemistry - 10.5 to 10.8 - 1 day
27 October 2024 15:00,physics - 7.6 to 7.7 - 1 day
27 October 2024 16:00,spanish - Extra vocab list slot - 1 day
28 October 2024 09:00,physics - 6.13 to 6.14 - 1 month
28 October 2024 10:00,spanish - Section 11 pages 76 to 84 (do vocab list) - 1 week
28 October 2024 11:00,chemistry - 11.1 to 11.5 - 1 hour
28 October 2024 13:00,physics - 7.8 to 7.10 - now
28 October 2024 14:00,physics - 7.8 to 7.10 - 1 hour
28 October 2024 15:00,spanish - Extra vocab list slot - now
28 October 2024 16:00,spanish - Extra vocab list slot - 1 hour
29 October 2024 09:00,chemistry - 10.1 to 10.5 - 1 week
29 October 2024 10:00,chemistry - 11.5 to 11.8 - now
29 October 2024 11:00,chemistry - 11.1 to 11.5 - 1 day
29 October 2024 13:00,chemistry - 11.5 to 11.8 - 1 hour
29 October 2024 14:00,physics - 7.8 to 7.10 - 1 day
